index,question,distractor3,distractor1,distractor2,correct_answer,support,support-clean,word_count
4627,Aging is associated with the death of what?,muscles,proteins,genes,cells,Aging is associated with the death of cells. Give two reasons why cells die.,Aging is associated with the death of cells. Give two reasons why cells die.,14
7374,Making a specific statement based on a general principle is the definition of what type of reasoning?,transitive,inductive,inference,deductive,Deductive reasoning means making a specific statement based on a general principle.,Deductive reasoning means making a specific statement based on a general principle.,12
5670,"Color, temperature, and solubility are examples of what type of property?",susceptible,severe,minimal,intensive,"Color, temperature, and solubility are examples of intensive properties.","Color, temperature, and solubility are examples of intensive properties.",9
4265,Sucrose consists of one molecule of glucose and one molecule of what else?,alcohol,protein,lactose,fructose,"You can see the structural formula of glucose and two other sugars in Figure below . The other sugars in the figure are fructose and sucrose. Fructose is an isomer of glucose. It is found in fruits. It has the same atoms as glucose, but they are arranged differently. Sucrose is table sugar. It consists of one molecule of glucose and one molecule of fructose.","You can see the structural formula of glucose and two other sugars in Figure below . The other sugars in the figure are fructose and sucrose. Fructose is an isomer of glucose. It is found in fruits. It has the same atoms as glucose, but they are arranged differently. Sucrose is table sugar. It consists of one molecule of glucose and one molecule of fructose.",65
8081,Evolutionary adaptation is evidenced by different shapes of what structures in birds with different food preferences?,necks,claws,Stomach,beaks,"Notice the differences in the species’ beaks in Figure 18.13. Evolution in response to natural selection based on specific food sources in each new habitat led to evolution of a different beak suited to the specific food source. The seed-eating bird has a thicker, stronger beak which is suited to break hard nuts. The nectar-eating birds have long beaks to dip into flowers to reach the nectar. The insect-eating birds have beaks like swords, appropriate for stabbing and impaling insects. Darwin’s finches are another example of adaptive radiation in an archipelago.","Notice the differences in the species’ beaks in Figure 18.13. Evolution in response to natural selection based on specific food sources in each new habitat led to evolution of a different beak suited to the specific food source. The seed-eating bird has a thicker, stronger beak which is suited to break hard nuts. The nectar-eating birds have long beaks to dip into flowers to reach the nectar. The insect-eating birds have beaks like swords, appropriate for stabbing and impaling insects. Darwin’s finches are another example of adaptive radiation in an archipelago.",91
2714,What historical event taught people that soil could be lost by plowing and growing crops and encouraged new methods to prevent erosion?,the land bowl,the debris bowl,the flow bowl,the dust bowl,The Dust Bowl taught people that soil could be lost by plowing and growing crops. This led to the development of new ways of farming that help protect the soil. Some of the methods are described in Figure below .,The Dust Bowl taught people that soil could be lost by plowing and growing crops. This led to the development of new ways of farming that help protect the soil. Some of the methods are described in Figure below .,40
3286,"Connected to agriculture, forestry, mining, and urbanization, what is the single biggest cause of extinction today?",global warming,freshwater loss,hunting,habitat loss,"The single biggest cause of extinction today is habitat loss . Agriculture, forestry, mining, and urbanization have disturbed or destroyed more than half of Earth’s land area. In the U. S. , for example, more than 99 percent of tall-grass prairies have been lost. Other causes of extinction today include:.","The single biggest cause of extinction today is habitat loss . Agriculture, forestry, mining, and urbanization have disturbed or destroyed more than half of Earth’s land area. In the U. S. , for example, more than 99 percent of tall-grass prairies have been lost. Other causes of extinction today include:.",50
1140,What was the early study of chemistry called?,pharmacology,magic systems,horticulture,alchemy,"However, despite this secrecy several contributions were made to modern-day chemistry. Early acids and bases were discovered, and glassware for running chemical reactions was developed. Alchemy helped improve the study of metallurgy and the extraction of metals from ores. More systematic approaches to research were being developed, although the idea of orderly scientific experimentation was not yet well-established. The groundwork was being laid for the development of chemistry as a foundational science.","However, despite this secrecy several contributions were made to modern-day chemistry. Early acids and bases were discovered, and glassware for running chemical reactions was developed. Alchemy helped improve the study of metallurgy and the extraction of metals from ores. More systematic approaches to research were being developed, although the idea of orderly scientific experimentation was not yet well-established. The groundwork was being laid for the development of chemistry as a foundational science.",72
5914,Spinal cord injuries are notoriously difficult to treat because spinal nerves do not do what?,moisture,cover,cartilage,regenerate,"Two planets are on a collision course, heading directly towards each other at 0.250c . A spaceship sent from one planet approaches the second at 0.750c as seen by the second planet. What is the velocity of the ship relative to the first planet? 28. When a missile is shot from one spaceship towards another, it leaves the first at 0.950c and approaches the other at ships?.","Two planets are on a collision course, heading directly towards each other at 0.250c . A spaceship sent from one planet approaches the second at 0.750c as seen by the second planet. What is the velocity of the ship relative to the first planet? 28. When a missile is shot from one spaceship towards another, it leaves the first at 0.950c and approaches the other at ships?.",67
10659,What is the preferred method for separating late transition metals from their ores?,heating,hydraulics,purging,hydrometallurgy,Hydrometallurgy is the preferred method for separating late transition metals from their ores. What types of ligands are most effective in this process?.,Hydrometallurgy is the preferred method for separating late transition metals from their ores. What types of ligands are most effective in this process?.,23
1161,What are chemical bonds between atoms of nonmetals that share valence electrons called?,gravitational bonds,electron bonds,ionic bonds,covalent bonds,"Covalent bonds are chemical bonds between atoms of nonmetals that share valence electrons. In some covalent bonds, electrons are not shared equally between the two atoms. These are called polar covalent bonds. The Figure below shows the polar bonds in a water molecule (H 2 O). The oxygen atom attracts the shared electrons more strongly than the hydrogen atoms do because the nucleus of the oxygen atom has more positively charged protons. As a result, the oxygen atom becomes slightly negative in charge, and the hydrogen atoms become slightly positive in charge. For another example of polar bonds, see the video at this URL: http://www. youtube. com/watch?v=1lnjg81daBs.","Covalent bonds are chemical bonds between atoms of nonmetals that share valence electrons. In some covalent bonds, electrons are not shared equally between the two atoms. These are called polar covalent bonds. The Figure below shows the polar bonds in a water molecule (H 2 O). The oxygen atom attracts the shared electrons more strongly than the hydrogen atoms do because the nucleus of the oxygen atom has more positively charged protons. As a result, the oxygen atom becomes slightly negative in charge, and the hydrogen atoms become slightly positive in charge. For another example of polar bonds, see the video at this URL:  youtube. com/watch?v=1lnjg81daBs.",106
10238,What is the spreading of white light into its full spectrum of wavelengths called?,radiate,condensation,saturation,dispersion,25.5 Dispersion: The Rainbow and Prisms • The spreading of white light into its full spectrum of wavelengths is called dispersion. • Rainbows are produced by a combination of refraction and reflection and involve the dispersion of sunlight into a continuous distribution of colors. • Dispersion produces beautiful rainbows but also causes problems in certain optical systems.,25.5 Dispersion: The Rainbow and Prisms • The spreading of white light into its full spectrum of wavelengths is called dispersion. • Rainbows are produced by a combination of refraction and reflection and involve the dispersion of sunlight into a continuous distribution of colors. • Dispersion produces beautiful rainbows but also causes problems in certain optical systems.,57
10891,"The human male and female reproductive cycles are controlled by the interaction of hormones from the hypothalamus and anterior pituitary with hormones from reproductive tissues and organs. in both sexes, the hypothalamus monitors and causes the release of hormones from this?",hypothalamus gland,thyroid gland,pineal gland,anterior pituitary gland,"Hormonal Control of Reproduction The human male and female reproductive cycles are controlled by the interaction of hormones from the hypothalamus and anterior pituitary with hormones from reproductive tissues and organs. In both sexes, the hypothalamus monitors and causes the release of hormones from the anterior pituitary gland. When the reproductive hormone is required, the hypothalamus sends a gonadotropin-releasing hormone (GnRH) to the anterior pituitary. This causes the release of follicle stimulating hormone (FSH) and luteinizing hormone (LH) from the anterior pituitary into the blood. Although these hormones are named after their functions in female reproduction, they are produced in both sexes and play important roles in controlling reproduction. Other hormones have specific functions in the male and female reproductive systems. Male Hormones At the onset of puberty, the hypothalamus causes the release of FSH and LH into the male system for the first time. FSH enters the testes and stimulates the Sertoli cells located in the walls of the seminiferous tubules to begin promoting spermatogenesis (Figure 18.16). LH also enters the testes and stimulates the interstitial cells of Leydig, located in between the walls of the seminiferous tubules, to make and release testosterone into the testes and the blood. Testosterone stimulates spermatogenesis. This hormone is also responsible for the secondary sexual characteristics that develop in the male during adolescence. The secondary sex characteristics in males include a deepening of the voice, the growth of facial, axillary, and pubic hair, an increase in muscle bulk, and the beginnings of the sex drive.","Hormonal Control of Reproduction The human male and female reproductive cycles are controlled by the interaction of hormones from the hypothalamus and anterior pituitary with hormones from reproductive tissues and organs. In both sexes, the hypothalamus monitors and causes the release of hormones from the anterior pituitary gland. When the reproductive hormone is required, the hypothalamus sends a gonadotropin-releasing hormone (GnRH) to the anterior pituitary. This causes the release of follicle stimulating hormone (FSH) and luteinizing hormone (LH) from the anterior pituitary into the blood. Although these hormones are named after their functions in female reproduction, they are produced in both sexes and play important roles in controlling reproduction. Other hormones have specific functions in the male and female reproductive systems. Male Hormones At the onset of puberty, the hypothalamus causes the release of FSH and LH into the male system for the first time. FSH enters the testes and stimulates the Sertoli cells located in the walls of the seminiferous tubules to begin promoting spermatogenesis (Figure 18.16). LH also enters the testes and stimulates the interstitial cells of Leydig, located in between the walls of the seminiferous tubules, to make and release testosterone into the testes and the blood. Testosterone stimulates spermatogenesis. This hormone is also responsible for the secondary sexual characteristics that develop in the male during adolescence. The secondary sex characteristics in males include a deepening of the voice, the growth of facial, axillary, and pubic hair, an increase in muscle bulk, and the beginnings of the sex drive.",252
3448,What is the term for the relationship in which one species benefits while the other species is harmed?,parasitic relationship,combative relationship,commensal relationship,symbiotic relationship,symbiotic relationship in which one species benefits while the other species is harmed.,symbiotic relationship in which one species benefits while the other species is harmed.,13
1568,Where is chemical energy stored?,nucleus,ribosomes,cell wall,atom bonds,"2. Chemical energy is energy that is stored in the bonds between the atoms of compounds. If the bonds are broken, the energy is released and can be converted to other forms of energy.","2. Chemical energy is energy that is stored in the bonds between the atoms of compounds. If the bonds are broken, the energy is released and can be converted to other forms of energy.",34
3035,Name the bacteria that make food through photosynthesis and release oxygen into the air?,algae,fusobacteria,phytoplankton,cyanobacteria,"Bacteria called cyanobacteria are very important. They are bluish green in color (see Figure below ) because they contain chlorophyll (but not chloroplasts, of course). They make food through photosynthesis and release oxygen into the air. These bacteria were probably responsible for adding oxygen to the air on early Earth. This changed the planet’s atmosphere. It also changed the direction of evolution. Ancient cyanobacteria also may have evolved into the chloroplasts of plant cells.","Bacteria called cyanobacteria are very important. They are bluish green in color (see Figure below ) because they contain chlorophyll (but not chloroplasts, of course). They make food through photosynthesis and release oxygen into the air. These bacteria were probably responsible for adding oxygen to the air on early Earth. This changed the planet’s atmosphere. It also changed the direction of evolution. Ancient cyanobacteria also may have evolved into the chloroplasts of plant cells.",74
8268,"When an ionic compound dissociates in water, water molecules surround each ion and separate it from the rest of the what?",gas,electron shell,mixture,solid,"When an ionic compound dissociates in water, water molecules surround each ion and separate it from the rest of the solid. Each ion goes its own way in solution. Saylor URL: http://www. saylor. org/books.","When an ionic compound dissociates in water, water molecules surround each ion and separate it from the rest of the solid. Each ion goes its own way in solution. Saylor URL:  saylor. org/books.",33
5786,What do we call the worldwide radio-navigation system formed from a constellation of 24 satellites and their ground stations?,compass,cellular network,radio waves,gps,"You must have a GPS receiver to use the system. You can buy many types of these in stores. The GPS receiver detects radio signals from nearby GPS satellites. There are precise clocks on each satellite and in the receiver. The receiver measures the time for radio signals from satellites to reach it. The receiver uses the time and the speed of radio signals to calculate the distance between the receiver and the satellite. The receiver does this with at least four different satellites to locate its position on the Earth’s surface ( Figure above ). GPS receivers are now being built into many items, such as cell phones and cars.","You must have a GPS receiver to use the system. You can buy many types of these in stores. The GPS receiver detects radio signals from nearby GPS satellites. There are precise clocks on each satellite and in the receiver. The receiver measures the time for radio signals from satellites to reach it. The receiver uses the time and the speed of radio signals to calculate the distance between the receiver and the satellite. The receiver does this with at least four different satellites to locate its position on the Earth’s surface ( Figure above ). GPS receivers are now being built into many items, such as cell phones and cars.",111
7681,"Evolving from a single common ancestor, what group of organisms was perhaps the dominant life form on earth 250 million years ago?",proteins,acids,atoms,fungi,"Almost all fungi have a single common ancestor. The earliest fungi may have evolved about 600 million years ago. Fungi colonized land at least 460 million years ago. By 250 million years ago, they may have been the dominant life forms on Earth.","Almost all fungi have a single common ancestor. The earliest fungi may have evolved about 600 million years ago. Fungi colonized land at least 460 million years ago. By 250 million years ago, they may have been the dominant life forms on Earth.",43
1882,What is the science that describes the ancestral and descendant connections between organisms?,polygamy,experimentally,organic science,phylogeny,"Building Phylogenetic Trees with Analysis of DNA Sequence Alignments All living organisms display patterns of relationships derived from their evolutionary history. Phylogeny is the science that describes the relative connections between organisms, in terms of ancestral and descendant species. Phylogenetic trees, such as the plant evolutionary history shown in Figure 26.7, are tree-like branching diagrams that depict these relationships. Species are found at the tips of the branches. Each branching point, called a node, is the point at which a single taxonomic group (taxon), such as a species, separates into two or more species.","Building Phylogenetic Trees with Analysis of DNA Sequence Alignments All living organisms display patterns of relationships derived from their evolutionary history. Phylogeny is the science that describes the relative connections between organisms, in terms of ancestral and descendant species. Phylogenetic trees, such as the plant evolutionary history shown in Figure 26.7, are tree-like branching diagrams that depict these relationships. Species are found at the tips of the branches. Each branching point, called a node, is the point at which a single taxonomic group (taxon), such as a species, separates into two or more species.",94
11306,The amount of what entering the eyes helps control the biological clock?,heat,air,energy,light,"In many species, including humans, circadian rhythms are controlled by a tiny structure called the biological clock . This structure is located in a gland at the base of the brain. The biological clock sends signals to the body. The signals cause regular changes in behavior and body processes. The amount of light entering the eyes helps control the biological clock. The clock causes changes that repeat every 24 hours.","In many species, including humans, circadian rhythms are controlled by a tiny structure called the biological clock . This structure is located in a gland at the base of the brain. The biological clock sends signals to the body. The signals cause regular changes in behavior and body processes. The amount of light entering the eyes helps control the biological clock. The clock causes changes that repeat every 24 hours.",70
3470,Methyl groups are found within what?,peptide chains,rna acids,DNA molecules,amino acids,Methyl groups are found within amino acids.,Methyl groups are found within amino acids.,7
1251,How does the distance between galaxies change as the universe expands?,it becomes irrelevant,it decreases,it is unchanged,it increases,"Figure below shows a simple diagram of the expanding universe. Imagine a balloon covered with tiny dots. When you blow up the balloon, the rubber stretches. The dots slowly move away from each other as the space between them increases. In an expanding universe, the space between galaxies is expanding. We see this as the other galaxies moving away from us. We also see that galaxies farther away from us move away faster than nearby galaxies.","Figure below shows a simple diagram of the expanding universe. Imagine a balloon covered with tiny dots. When you blow up the balloon, the rubber stretches. The dots slowly move away from each other as the space between them increases. In an expanding universe, the space between galaxies is expanding. We see this as the other galaxies moving away from us. We also see that galaxies farther away from us move away faster than nearby galaxies.",76
2397,Violet and red are two types of what kind of light?,radioactive,infrared,ultraviolet,visible,"Figure 8.12 The colors of visible light do not carry the same amount of energy. Violet has the shortest wavelength and therefore carries the most energy, whereas red has the longest wavelength and carries the least amount of energy. (credit: modification of work by NASA).","Figure 8.12 The colors of visible light do not carry the same amount of energy. Violet has the shortest wavelength and therefore carries the most energy, whereas red has the longest wavelength and carries the least amount of energy. (credit: modification of work by NASA).",45
2527,What is the measure of change in velocity of a moving object?,kinetic energy,transmission,vibration,acceleration,"Acceleration is a measure of the change in velocity of a moving object. It shows how quickly velocity changes. Acceleration may reflect a change in speed, a change in direction, or both. Because acceleration includes both a size (speed) and direction, it is a vector.","Acceleration is a measure of the change in velocity of a moving object. It shows how quickly velocity changes. Acceleration may reflect a change in speed, a change in direction, or both. Because acceleration includes both a size (speed) and direction, it is a vector.",45
10357,Ionic compounds contain cations and anions rather than what?,analogous neutral molecules,characterized neutral molecules,positive molecules,discrete neutral molecules,"Note the Pattern Ionic compounds contain both cations and anions in a ratio that results in zero electrical charge. In covalent compounds, electrons are shared between bonded atoms and are simultaneously attracted to more than one nucleus. In contrast, ionic compounds contain cations and anions rather than discrete neutral molecules. Ionic compounds are held together by the attractive electrostatic interactions between cations and anions. In an ionic compound, the cations and anions are arranged in space to form an extended three-dimensional array that maximizes the number of attractive electrostatic interactions and minimizes the number of repulsive electrostatic interactions (Figure 2.5 ""Covalent and Ionic Bonding""). As shown in Equation 2.1, the electrostatic energy of the interaction between two charged particles is proportional to the product of the charges on the particles and inversely proportional to the distance between them: Saylor URL: http://www. saylor. org/books.","Note the Pattern Ionic compounds contain both cations and anions in a ratio that results in zero electrical charge. In covalent compounds, electrons are shared between bonded atoms and are simultaneously attracted to more than one nucleus. In contrast, ionic compounds contain cations and anions rather than discrete neutral molecules. Ionic compounds are held together by the attractive electrostatic interactions between cations and anions. In an ionic compound, the cations and anions are arranged in space to form an extended three-dimensional array that maximizes the number of attractive electrostatic interactions and minimizes the number of repulsive electrostatic interactions (Figure 2.5 ""Covalent and Ionic Bonding""). As shown in Equation 2.1, the electrostatic energy of the interaction between two charged particles is proportional to the product of the charges on the particles and inversely proportional to the distance between them: Saylor URL:  saylor. org/books.",142
340,What is the color of the powder of a mineral?,blue,gray,organic,streak,"Streak is the color of the powder of a mineral. To do a streak test, you scrape the mineral across an unglazed porcelain plate. The plate is harder than many minerals, causing the minerals to leave a streak of powder on the plate. The color of the streak often differs from the color of the larger mineral sample, as Figure below shows.","Streak is the color of the powder of a mineral. To do a streak test, you scrape the mineral across an unglazed porcelain plate. The plate is harder than many minerals, causing the minerals to leave a streak of powder on the plate. The color of the streak often differs from the color of the larger mineral sample, as Figure below shows.",62
1588,"What is the term for the class of ectothermic, four-legged vertebrates that produce amniotic eggs?",amphibians,mammals,Turtles,reptiles,"Reptiles are a class of ectothermic, four-legged vertebrates that produce amniotic eggs. They include turtles, crocodiles, lizards, and snakes. Reptiles were the first vertebrates to live full time on land, and they evolved many terrestrial adaptations.","Reptiles are a class of ectothermic, four-legged vertebrates that produce amniotic eggs. They include turtles, crocodiles, lizards, and snakes. Reptiles were the first vertebrates to live full time on land, and they evolved many terrestrial adaptations.",36
4047,What is the first classification of igneous rocks?,weight,size,color,composition,Igneous rocks are classified first by composition. Categories go from from felsic to ultramafic. Color can indicate composition.,Igneous rocks are classified first by composition. Categories go from from felsic to ultramafic. Color can indicate composition.,18
5341,The pituitary gland is called the “master gland” of what system?,nervous,hormonal,digestive,endocrine,The pea-sized pituitary gland is just below the hypothalamus and attached directly to it. The pituitary receives hormones from the hypothalamus. It also secretes its own hormones. Most pituitary hormones control other endocrine glands. That’s why the pituitary gland is called the “master gland” of the endocrine system. Table below lists several pituitary hormones and what they do.,The pea-sized pituitary gland is just below the hypothalamus and attached directly to it. The pituitary receives hormones from the hypothalamus. It also secretes its own hormones. Most pituitary hormones control other endocrine glands. That’s why the pituitary gland is called the “master gland” of the endocrine system. Table below lists several pituitary hormones and what they do.,58
6234,What results when a warm air mass runs into a cold air mass?,rough front,cool front,dry front,warm front,"When a warm air mass runs into a cold air mass, it creates a warm front ( Figure below ). The warm air mass is moving faster than the cold air mass. The warm air mass then flows up over the cold air mass. As the warm air rises, it cools. This brings about clouds and sometimes light precipitation. Warm fronts move slowly and cover a wide area. After a warm front passes, the warm air mass behind it brings warmer temperatures. The warm air is also likely to be more humid.","When a warm air mass runs into a cold air mass, it creates a warm front ( Figure below ). The warm air mass is moving faster than the cold air mass. The warm air mass then flows up over the cold air mass. As the warm air rises, it cools. This brings about clouds and sometimes light precipitation. Warm fronts move slowly and cover a wide area. After a warm front passes, the warm air mass behind it brings warmer temperatures. The warm air is also likely to be more humid.",92
9964,What two types of atoms bond to form sulfate minerals?,carbon and sulfur,oxygen and carbon,oxygen and calcium,oxygen and sulfur,"Sulfate minerals contain sulfur atoms bonded to oxygen atoms. Like halides, they can form in places where salt water evaporates. Many minerals belong in the sulfate group, but there are only a few common sulfate minerals. Gypsum is a common sulfate mineral that contains calcium, sulfate, and water. Gypsum is found in various forms. For example, it can be pink and look like it has flower petals. However, it can also grow into very large white crystals. Gypsum crystals that are 11 meters long have been found. That is about as long as a school bus! Gypsum also forms at the Mammoth Hot Springs in Yellowstone National Park, shown in Figure below .","Sulfate minerals contain sulfur atoms bonded to oxygen atoms. Like halides, they can form in places where salt water evaporates. Many minerals belong in the sulfate group, but there are only a few common sulfate minerals. Gypsum is a common sulfate mineral that contains calcium, sulfate, and water. Gypsum is found in various forms. For example, it can be pink and look like it has flower petals. However, it can also grow into very large white crystals. Gypsum crystals that are 11 meters long have been found. That is about as long as a school bus! Gypsum also forms at the Mammoth Hot Springs in Yellowstone National Park, shown in Figure below .",113
1505,What are the two components of a mixture called?,concentration and a solvent,nutrients and a solvent,acid and base,solute and a solvent,Combinations of different substances are called mixtures.,Combinations of different substances are called mixtures.,7
3003,In how many basic was can substances cross the plasma membrane?,four,one,three,two,"If a cell were a house, the plasma membrane would be walls with windows and doors. Moving things in and out of the cell is an important role of the plasma membrane. It controls everything that enters and leaves the cell. There are two basic ways that substances can cross the plasma membrane: passive transport and active transport.","If a cell were a house, the plasma membrane would be walls with windows and doors. Moving things in and out of the cell is an important role of the plasma membrane. It controls everything that enters and leaves the cell. There are two basic ways that substances can cross the plasma membrane: passive transport and active transport.",58
2091,"If a solution contains so much solute that its solubility limit is reached, the solution is said to be what?",temperatures,carbohydrates,Over done,saturated,"If a solution contains so much solute that its solubility limit is reached, the solution is said to be saturated, and its concentration is known from information contained inTable 9.2 ""Solubilities of Various Solutes in Water at 25°C (Except as Noted)"". If a solution contains less solute than the solubility limit, it is unsaturated. Under special circumstances, more solute can be dissolved even after the normal solubility limit is reached; such solutions are called supersaturated and are not stable. If the solute is solid, excess solute can easily recrystallize. If the solute is a gas, it can bubble out of solution uncontrollably, like what happens when you shake a soda can and then immediately open it.","If a solution contains so much solute that its solubility limit is reached, the solution is said to be saturated, and its concentration is known from information contained inTable 9.2 ""Solubilities of Various Solutes in Water at 25°C (Except as Noted)"". If a solution contains less solute than the solubility limit, it is unsaturated. Under special circumstances, more solute can be dissolved even after the normal solubility limit is reached; such solutions are called supersaturated and are not stable. If the solute is solid, excess solute can easily recrystallize. If the solute is a gas, it can bubble out of solution uncontrollably, like what happens when you shake a soda can and then immediately open it.",116
3467,The ability of matter to combine chemically with other substances is known as?,permeability,turbidity,solubility,reactivity,"Reactivity is the ability of matter to combine chemically with other substances. Some kinds of matter are extremely reactive; others are extremely unreactive. For example, potassium is very reactive, even with water. When a pea-sized piece of potassium is added to a small amount of water, it reacts explosively. You can observe this reaction in the video at the URL below. ( Caution: Don’t try this at home!) In contrast, noble gases such as helium almost never react with any other substances.","Reactivity is the ability of matter to combine chemically with other substances. Some kinds of matter are extremely reactive; others are extremely unreactive. For example, potassium is very reactive, even with water. When a pea-sized piece of potassium is added to a small amount of water, it reacts explosively. You can observe this reaction in the video at the URL below. ( Caution: Don’t try this at home!) In contrast, noble gases such as helium almost never react with any other substances.",82
9900,How many continents do birds breed on?,3,4,2,7,Birds live and breed in most terrestrial habitats on all seven continents. They occupy a wide range of ecological positions.,Birds live and breed in most terrestrial habitats on all seven continents. They occupy a wide range of ecological positions.,20
6637,What is the second class of fish after ray-finned fish?,star-finned fish,pine - finned fish,spar - finned fish,lobe-finned fish,"There are about 27,000 species of bony fish ( Figure below ), which are divided into two classes: ray-finned fish and lobe-finned fish. Most bony fish are ray-finned. These thin fins consist of webs of skin over flexible spines. Lobe-finned fish, on the other hand, have fins that resemble stump-like appendages.","There are about 27,000 species of bony fish ( Figure below ), which are divided into two classes: ray-finned fish and lobe-finned fish. Most bony fish are ray-finned. These thin fins consist of webs of skin over flexible spines. Lobe-finned fish, on the other hand, have fins that resemble stump-like appendages.",51
7841,What do jellyfish use to startle predators?,harsh light,black light,bicellular light,visible light,Bioluminescent organisms include jellyfish and fireflies. Jellyfish give off visible light to startle predators. Fireflies give off visible light to attract mates.,Bioluminescent organisms include jellyfish and fireflies. Jellyfish give off visible light to startle predators. Fireflies give off visible light to attract mates.,22
8940,What type of plate is an island arc found on?,shear,continental,coastal,oceanic,An island arc is a line of volcanoes on an oceanic plate. A continental arc is a line of volcanoes on a continental plate.,An island arc is a line of volcanoes on an oceanic plate. A continental arc is a line of volcanoes on a continental plate.,24
2712,"How thick is the earth's continental crust, on average?",25 kilometers,60 kilometers,15 kilometers,35 kilometers,"Continental crust is much thicker than oceanic crust. It is 35 kilometers (22 miles) thick on average, but it varies a lot. Continental crust is made up of many different rocks. All three major rock types — igneous, metamorphic, and sedimentary — are found in the crust. On average, continental crust is much less dense (2.7 g/cm3) than oceanic crust. Since it is less dense, it rises higher above the mantle than oceanic crust.","Continental crust is much thicker than oceanic crust. It is 35 kilometers (22 miles) thick on average, but it varies a lot. Continental crust is made up of many different rocks. All three major rock types — igneous, metamorphic, and sedimentary — are found in the crust. On average, continental crust is much less dense (2.7 g/cm3) than oceanic crust. Since it is less dense, it rises higher above the mantle than oceanic crust.",74
7026,"The anodes in each cell of a rechargeable battery are plates or grids of lead containing spongy lead metal, while the cathodes are similar grids containing powdered what?",coal,carbon dioxide,straight dioxide,lead dioxide,"The anodes in each cell of a rechargeable battery are plates or grids of lead containing spongy lead metal, while the cathodes are similar grids containing powdered lead dioxide (PbO2). The electrolyte is an aqueous solution of sulfuric acid. The value of E° for such a cell is about 2 V. Connecting three such cells in series produces a 6 V battery, whereas a typical 12 V car battery contains six cells in series. When treated properly, this type of high-capacity battery can be discharged and recharged many times over. As the cell is discharged, a powder of PbSO4 forms on the electrodes. Moreover, sulfuric acid is consumed and water is produced, decreasing the density of the electrolyte and providing a convenient way of monitoring the status of a battery by simply measuring the density of the electrolyte.","The anodes in each cell of a rechargeable battery are plates or grids of lead containing spongy lead metal, while the cathodes are similar grids containing powdered lead dioxide (PbO2). The electrolyte is an aqueous solution of sulfuric acid. The value of E° for such a cell is about 2 V. Connecting three such cells in series produces a 6 V battery, whereas a typical 12 V car battery contains six cells in series. When treated properly, this type of high-capacity battery can be discharged and recharged many times over. As the cell is discharged, a powder of PbSO4 forms on the electrodes. Moreover, sulfuric acid is consumed and water is produced, decreasing the density of the electrolyte and providing a convenient way of monitoring the status of a battery by simply measuring the density of the electrolyte.",138
468,Where are the desmosome found in a cell?,coating,epithelial,neuron,epithelium,"A desmosome is a cell junction specialized for cell-to-cell adhesion. They are found in simple and stratified squamous epithelium, and in muscle tissue where they bind muscle cells to one another. These junctions are composed of complexes of cell surface adhesion proteins and linking proteins. These proteins have both an intracellular and extracellular region. Inside the cell, they attach to intracellular filaments of the cytoskeleton. Outside the cell, they attach to other adhesion proteins.","A desmosome is a cell junction specialized for cell-to-cell adhesion. They are found in simple and stratified squamous epithelium, and in muscle tissue where they bind muscle cells to one another. These junctions are composed of complexes of cell surface adhesion proteins and linking proteins. These proteins have both an intracellular and extracellular region. Inside the cell, they attach to intracellular filaments of the cytoskeleton. Outside the cell, they attach to other adhesion proteins.",74
5813,"Each root is made of dermal, ground, and what type of tissue?",circulatory,thermal,organic,vascular,"Each root is made of dermal, ground, and vascular tissues.","Each root is made of dermal, ground, and vascular tissues.",10
8010,"For many decades, scientists have known that atoms consist of electrons and other particles called protons and?",nanoparticles,rods,waves,neutrons,"For many decades, scientists have known that atoms consist of electrons and other particles called protons and neutrons. Recently they found that there are even smaller particles in atoms. Scientists call these extremely tiny particles by the funny name of quarks. As you can see in this diagram, there are several different kinds of quarks, called up quarks, down quarks, top quarks, bottom quarks, charm quarks, and strange quarks. In this chapter you’ll learn about these unusual particles and also other particles inside the atom.","For many decades, scientists have known that atoms consist of electrons and other particles called protons and neutrons. Recently they found that there are even smaller particles in atoms. Scientists call these extremely tiny particles by the funny name of quarks. As you can see in this diagram, there are several different kinds of quarks, called up quarks, down quarks, top quarks, bottom quarks, charm quarks, and strange quarks. In this chapter you’ll learn about these unusual particles and also other particles inside the atom.",85
4923,Budding is a form of what type of reproduction in tunicates?,microscopic,sexual,nuclear,asexual,"As larvae, tunicates can swim freely to find food. As adults, tunicates lack a post-anal tail and notochord, and they can no longer swim. Instead, they remain in one place and are filter feeders. Tunicates can reproduce both sexually and asexually. The same adults produce sperm and eggs. However, fertilization always involves gametes from different parents. Asexual reproduction is by budding.","As larvae, tunicates can swim freely to find food. As adults, tunicates lack a post-anal tail and notochord, and they can no longer swim. Instead, they remain in one place and are filter feeders. Tunicates can reproduce both sexually and asexually. The same adults produce sperm and eggs. However, fertilization always involves gametes from different parents. Asexual reproduction is by budding.",61
538,What gets released into the atmosphere when fossil fuels are burned?,chemical dioxide,oxygen,hydrogen,carbon dioxide,"Using fossil fuels and nuclear energy creates other problems as well. The burning of fossil fuels releases carbon dioxide into the atmosphere. This is one of the major greenhouse gases causing global climate change. Nuclear power creates another set of problems, including the disposal of radioactive waste.","Using fossil fuels and nuclear energy creates other problems as well. The burning of fossil fuels releases carbon dioxide into the atmosphere. This is one of the major greenhouse gases causing global climate change. Nuclear power creates another set of problems, including the disposal of radioactive waste.",47
